tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,intent_true,resolved_true
10000071,AppleSupport,False,Tue Mar 05 09:46:00 +0000 2024,"Not unusual after normal use, there — anything above ~80% is considered healthy, below that you may notice reduced runtime. Happy to check AppleCare eligibility for a battery replacement if you'd like.",,10000070,battery_power,True
10000169,AppleSupport,False,Mon Mar 11 14:04:00 +0000 2024,"Let's get to the bottom of that, friend. iCloud+ charges usually happen when storage is auto-upgraded near a device backup. DM us and we'll pull up the transaction to review a refund.",,10000168,warranty_billing,True
10000090,cust_45,True,Wed Mar 06 15:31:00 +0000 2024,"phone getting really hot while charging and battery draining fast at the same time, kinda scary tbh",10000091,,battery_power,True
10000176,cust_88,True,Tue Mar 12 00:57:00 +0000 2024,my applecare+ expired last week and now they want $349 for a battery replacement is that normal,10000177,,warranty_billing,True
10000217,AppleSupport,False,Thu Mar 14 13:20:00 +0000 2024,"We hear you, there — this can sometimes be tied to a corrupted keyboard dictionary. Try Settings > General > Transfer or Reset > Reset Keyboard Dictionary. Let us know if it helps.",,10000216,software_bug,True
10000145,AppleSupport,False,Sun Mar 10 01:52:00 +0000 2024,"Ouch, sorry about that ! Screen repair pricing depends on whether you have AppleCare+. You can get an instant estimate at support.apple.com/repair — want me to check your coverage first?",,10000144,hardware_damage,True
10000166,cust_83,True,Mon Mar 11 09:32:00 +0000 2024,"charged twice for the same app purchase, need this refunded asap",10000167,,warranty_billing,True
10000117,AppleSupport,False,Fri Mar 08 07:05:00 +0000 2024,"Sorry to hear that, friend. That sounds like physical damage to the button assembly. Please book a Genius Bar appointment or DM us your zip code for the nearest option.",,10000116,hardware_damage,True
10000257,AppleSupport,False,Sun Mar 17 00:45:00 +0000 2024,"Sorry about that, there — try restarting your MacBook Pro and checking for a smaller update under Settings > General > Software Update. Let us know if the lag continues.",,10000256,software_bug,True
10000148,cust_74,True,Sun Mar 10 06:54:00 +0000 2024,"phone fell in the pool for like 10 seconds, is it toast",10000149,,hardware_damage,True
10000163,AppleSupport,False,Mon Mar 11 04:07:00 +0000 2024,"Let's get to the bottom of that, . iCloud+ charges usually happen when storage is auto-upgraded near a device backup. DM us and we'll pull up the transaction to review a refund.",,10000162,warranty_billing,True
10000015,AppleSupport,False,Fri Mar 01 22:25:00 +0000 2024,"So sorry for the trouble, friend. Let's get this sorted — please try iforgot.apple.com from a browser (not the app) and let us know what error you see. DM us your case ID if you have one.",,10000014,account_access,True
10000045,AppleSupport,False,Sun Mar 03 18:56:00 +0000 2024,"That message usually appears after several incorrect sign-in attempts, . You can unlock it at iforgot.apple.com. If it's still locked after that, DM us your case number.",,10000044,account_access,True
10000245,AppleSupport,False,Sat Mar 16 07:56:00 +0000 2024,"We hear you, friend — this can sometimes be tied to a corrupted keyboard dictionary. Try Settings > General > Transfer or Reset > Reset Keyboard Dictionary. Let us know if it helps.",,10000244,software_bug,True
10000092,cust_46,True,Wed Mar 06 18:27:00 +0000 2024,"my iPad Air battery drops from 100 to 40 in like an hour, this started after the last update",10000093,,battery_power,True
10000061,AppleSupport,False,Mon Mar 04 19:41:00 +0000 2024,"Thanks for flagging this, . Can you check Settings > Battery > Battery Health & Charging and tell us the max capacity %? That'll help us narrow down whether it's software or hardware.",,10000060,battery_power,True
10000156,cust_78,True,Sun Mar 10 18:13:00 +0000 2024,my applecare+ expired last week and now they want $349 for a battery replacement is that normal,10000157,,warranty_billing,True
10000356,cust_180,True,Sat Mar 23 12:04:00 +0000 2024,random tweet not really about support just tagging you guys lol,,,other,False
10000018,cust_9,True,Sat Mar 02 03:48:00 +0000 2024,"2FA code never arrives when I try to log into my account, been waiting 20 mins",10000019,,account_access,True
10000142,cust_71,True,Sat Mar 09 21:51:00 +0000 2024,"phone fell in the pool for like 10 seconds, is it toast",10000143,,hardware_damage,True
10000286,cust_143,True,Mon Mar 18 21:39:00 +0000 2024,"received the wrong color case in my order, ordered black got white",10000287,,order_shipping,True
10000014,cust_7,True,Fri Mar 01 21:47:00 +0000 2024,"I've been locked out of my Apple ID for 2 days now, tried resetting password 3 times and still nothing. Anyone else?",10000015,,account_access,True
10000228,cust_114,True,Fri Mar 15 06:53:00 +0000 2024,keyboard lagging so bad after ios update i can barely type this tweet,10000229,,software_bug,True
10000224,cust_112,True,Fri Mar 15 00:37:00 +0000 2024,"Messages keeps crashing every time i open it since updating to the new ios, so annoying",10000225,,software_bug,True
10000349,AppleSupport,False,Fri Mar 22 19:39:00 +0000 2024,"Great question, — satellite features are expanding to more regions over time. Check support.apple.com/satellite for the current country list.",,10000348,other,True
10000002,cust_1,True,Fri Mar 01 03:03:00 +0000 2024,apple id says disabled for security reasons what does that even mean,10000003,,account_access,True
10000376,cust_192,True,Mon Mar 25 00:55:00 +0000 2024,does the new Apple Watch Series 9 support satellite messaging outside the US,10000377,,other,True
10000203,AppleSupport,False,Wed Mar 13 16:01:00 +0000 2024,"Sorry about the double charge, there. Please go to reportaproblem.apple.com, find the purchase, and select 'Report a Problem' — refunds are usually processed within 48 hours.",,10000202,warranty_billing,True
10000189,AppleSupport,False,Tue Mar 12 19:01:00 +0000 2024,"Let's get to the bottom of that, friend. iCloud+ charges usually happen when storage is auto-upgraded near a device backup. DM us and we'll pull up the transaction to review a refund.",,10000188,warranty_billing,True
10000341,AppleSupport,False,Fri Mar 22 07:09:00 +0000 2024,"Really glad you're liking it, ! We'll pass the feedback to the design team.",,10000340,praise_or_feedback,True
10000295,AppleSupport,False,Tue Mar 19 09:43:00 +0000 2024,"That's concerning, friend. Please give it 24 hours as carriers sometimes mark early, then DM us your order number if it still hasn't turned up so we can open a trace.",,10000294,order_shipping,True
10000146,cust_73,True,Sun Mar 10 03:48:00 +0000 2024,volume buttons stopped working after i dropped my iPhone 13 yesterday,10000147,,hardware_damage,True
10000129,AppleSupport,False,Sat Mar 09 01:14:00 +0000 2024,"Ouch, sorry about that friend! Screen repair pricing depends on whether you have AppleCare+. You can get an instant estimate at support.apple.com/repair — want me to check your coverage first?",,10000128,hardware_damage,True
10000262,cust_131,True,Sun Mar 17 09:20:00 +0000 2024,"received the wrong color case in my order, ordered black got white",10000263,,order_shipping,True
10000235,AppleSupport,False,Fri Mar 15 16:19:00 +0000 2024,"We hear you, — this can sometimes be tied to a corrupted keyboard dictionary. Try Settings > General > Transfer or Reset > Reset Keyboard Dictionary. Let us know if it helps.",,10000234,software_bug,True
10000218,cust_109,True,Thu Mar 14 15:05:00 +0000 2024,"Maps keeps crashing every time i open it since updating to the new ios, so annoying",10000219,,software_bug,True
10000284,cust_142,True,Mon Mar 18 18:34:00 +0000 2024,"ordered a iPhone SE 2 weeks ago order W848443217 still says preparing to ship, what's going on",10000285,,order_shipping,True
10000046,cust_23,True,Sun Mar 03 21:33:00 +0000 2024,"I've been locked out of my Apple ID for 2 days now, tried resetting password 3 times and still nothing. Anyone else?",10000047,,account_access,True
10000130,cust_65,True,Sat Mar 09 03:42:00 +0000 2024,"dropped my Apple Watch Series 9 and now theres a huge crack across the whole screen, how much to fix",10000131,,hardware_damage,True
10000050,cust_25,True,Mon Mar 04 03:26:00 +0000 2024,"cant sign into icloud on my Apple Watch Series 9 after the update, keeps saying incorrect password but it's right????",10000051,,account_access,True
10000062,cust_31,True,Mon Mar 04 21:17:00 +0000 2024,"my Apple Watch Series 9 battery drops from 100 to 40 in like an hour, this started after the last update",10000063,,battery_power,True
10000009,AppleSupport,False,Fri Mar 01 13:32:00 +0000 2024,"Let's fix that, there — check Settings > [your name] > another trusted device for the code, or try a trusted phone number call instead of SMS. Still stuck? DM us.",,10000008,account_access,True
10000355,cust_179,True,Sat Mar 23 09:49:00 +0000 2024,random tweet not really about support just tagging you guys lol,,,other,False
10000173,AppleSupport,False,Mon Mar 11 19:15:00 +0000 2024,"Yes, friend, that's the standard out-of-warranty battery service price without AppleCare+. If you'd like, DM us and we can check if you're still within a renewal grace period.",,10000172,warranty_billing,True
10000387,cust_198,True,Mon Mar 25 18:14:00 +0000 2024,random tweet not really about support just tagging you guys lol,,,other,False
10000220,cust_110,True,Thu Mar 14 18:58:00 +0000 2024,"Safari keeps crashing every time i open it since updating to the new ios, so annoying",10000221,,software_bug,True
10000310,cust_155,True,Wed Mar 20 09:02:00 +0000 2024,"received the wrong color case in my order, ordered black got white",10000311,,order_shipping,True
10000350,cust_175,True,Fri Mar 22 21:54:00 +0000 2024,does the new MacBook Pro support satellite messaging outside the US,10000351,,other,True
10000085,AppleSupport,False,Wed Mar 06 06:45:00 +0000 2024,"That's worth checking out, friend. Please stop using a case while charging and let it cool down. If the heat continues on future charges, DM us — this may need an in-person look.",,10000084,battery_power,True
10000196,cust_98,True,Wed Mar 13 06:04:00 +0000 2024,my applecare+ expired last week and now they want $349 for a battery replacement is that normal,10000197,,warranty_billing,True
10000099,AppleSupport,False,Thu Mar 07 04:08:00 +0000 2024,"That's worth checking out, there. Please stop using a case while charging and let it cool down. If the heat continues on future charges, DM us — this may need an in-person look.",,10000098,battery_power,True
10000139,AppleSupport,False,Sat Mar 09 16:31:00 +0000 2024,"That's stressful, there — power it off immediately and don't charge it. Water damage isn't covered under standard warranty, but let's check your options — DM us your serial number.",,10000138,hardware_damage,True
10000266,cust_133,True,Sun Mar 17 15:04:00 +0000 2024,can i change the shipping address on order W201071364 it already shipped to the wrong place,10000267,,order_shipping,True
10000276,cust_138,True,Mon Mar 18 06:59:00 +0000 2024,can i change the shipping address on order W165143298 it already shipped to the wrong place,10000277,,order_shipping,True
10000109,AppleSupport,False,Thu Mar 07 19:16:00 +0000 2024,"That's odd for no drop, friend — could be a display module issue. Let's get it looked at, DM us your device serial number and we'll check your warranty status.",,10000108,hardware_damage,True
10000331,AppleSupport,False,Thu Mar 21 16:18:00 +0000 2024,"Thank you so much for the kind words, there — glad we could help get things sorted!",,10000330,praise_or_feedback,True
10000078,cust_39,True,Tue Mar 05 21:10:00 +0000 2024,"phone getting really hot while charging and battery draining fast at the same time, kinda scary tbh",10000079,,battery_power,True
10000174,cust_87,True,Mon Mar 11 21:48:00 +0000 2024,"charged twice for the same app purchase, need this refunded asap",10000175,,warranty_billing,True
10000079,AppleSupport,False,Tue Mar 05 22:10:00 +0000 2024,"That's worth checking out, there. Please stop using a case while charging and let it cool down. If the heat continues on future charges, DM us — this may need an in-person look.",,10000078,battery_power,True
10000150,cust_75,True,Sun Mar 10 09:39:00 +0000 2024,"dropped my MacBook Pro and now theres a huge crack across the whole screen, how much to fix",10000151,,hardware_damage,True
10000034,cust_17,True,Sun Mar 03 03:05:00 +0000 2024,"I've been locked out of my Apple ID for 2 days now, tried resetting password 3 times and still nothing. Anyone else?",10000035,,account_access,True
10000160,cust_80,True,Mon Mar 11 00:59:00 +0000 2024,just got charged $9.99 for icloud storage i never signed up for???,10000161,,warranty_billing,True
10000377,AppleSupport,False,Mon Mar 25 01:57:00 +0000 2024,"Great question, friend — satellite features are expanding to more regions over time. Check support.apple.com/satellite for the current country list.",,10000376,other,True
10000030,cust_15,True,Sat Mar 02 21:05:00 +0000 2024,"2FA code never arrives when I try to log into my account, been waiting 20 mins",10000031,,account_access,True
10000107,AppleSupport,False,Thu Mar 07 16:35:00 +0000 2024,"That's stressful, friend — power it off immediately and don't charge it. Water damage isn't covered under standard warranty, but let's check your options — DM us your serial number.",,10000106,hardware_damage,True
10000097,AppleSupport,False,Thu Mar 07 00:48:00 +0000 2024,"Sorry to hear that, friend. Try holding the side button and volume down together for 10 seconds — if you don't see the Apple logo, please DM us so we can check repair options nearby.",,10000096,battery_power,True
10000141,AppleSupport,False,Sat Mar 09 18:47:00 +0000 2024,"Ouch, sorry about that there! Screen repair pricing depends on whether you have AppleCare+. You can get an instant estimate at support.apple.com/repair — want me to check your coverage first?",,10000140,hardware_damage,True
10000371,cust_189,True,Sun Mar 24 15:15:00 +0000 2024,does the new Apple Watch Series 9 support satellite messaging outside the US,10000372,,other,True
10000385,AppleSupport,False,Mon Mar 25 14:03:00 +0000 2024,"Great question, friend — satellite features are expanding to more regions over time. Check support.apple.com/satellite for the current country list.",,10000384,other,True
10000365,cust_185,True,Sun Mar 24 03:08:00 +0000 2024,is the apple store open on thanksgiving this year,10000366,,other,True
10000338,cust_169,True,Fri Mar 22 03:03:00 +0000 2024,"shoutout to apple support for actually solving my problem over dm today, didn't expect that",10000339,,praise_or_feedback,True
10000110,cust_55,True,Thu Mar 07 21:46:00 +0000 2024,"phone fell in the pool for like 10 seconds, is it toast",10000111,,hardware_damage,True
10000056,cust_28,True,Mon Mar 04 12:49:00 +0000 2024,"my MacBook Pro battery drops from 100 to 40 in like an hour, this started after the last update",10000057,,battery_power,True
10000143,AppleSupport,False,Sat Mar 09 22:04:00 +0000 2024,"That's stressful, friend — power it off immediately and don't charge it. Water damage isn't covered under standard warranty, but let's check your options — DM us your serial number.",,10000142,hardware_damage,True
10000378,cust_193,True,Mon Mar 25 03:16:00 +0000 2024,is the apple store open on thanksgiving this year,10000379,,other,True
10000274,cust_137,True,Mon Mar 18 03:45:00 +0000 2024,"ordered a iPhone 13 2 weeks ago order W339701014 still says preparing to ship, what's going on",10000275,,order_shipping,True
10000185,AppleSupport,False,Tue Mar 12 13:04:00 +0000 2024,"Great question, friend — AppleCare+ covers accidental damage (with a service fee), while standard warranty only covers manufacturing defects. Want me to check what your device currently has?",,10000184,warranty_billing,True
10000070,cust_35,True,Tue Mar 05 09:26:00 +0000 2024,battery health says 79% is that bad? should i be worried,10000071,,battery_power,True
10000383,AppleSupport,False,Mon Mar 25 10:02:00 +0000 2024,"Hours vary by location, there — you can check your local store's holiday hours directly on the Apple Store app or apple.com/retail.",,10000382,other,True
10000057,AppleSupport,False,Mon Mar 04 13:13:00 +0000 2024,"Thanks for flagging this, there. Can you check Settings > Battery > Battery Health & Charging and tell us the max capacity %? That'll help us narrow down whether it's software or hardware.",,10000056,battery_power,True
10000292,cust_146,True,Tue Mar 19 06:17:00 +0000 2024,"ordered a iPad Air 2 weeks ago order W599936196 still says preparing to ship, what's going on",10000293,,order_shipping,True
10000198,cust_99,True,Wed Mar 13 09:48:00 +0000 2024,my applecare+ expired last week and now they want $349 for a battery replacement is that normal,10000199,,warranty_billing,True
10000248,cust_124,True,Sat Mar 16 12:11:00 +0000 2024,"update bricked my MacBook Pro, stuck on apple logo for an hour now",10000249,,software_bug,True
10000255,AppleSupport,False,Sat Mar 16 22:45:00 +0000 2024,"Sorry for the disruption, friend. Try offloading and reinstalling Maps from Settings > General > iPhone Storage. Still crashing after that? DM us your iOS version and we'll escalate.",,10000254,software_bug,True
10000044,cust_22,True,Sun Mar 03 18:35:00 +0000 2024,apple id says disabled for security reasons what does that even mean,10000045,,account_access,True
10000004,cust_2,True,Fri Mar 01 06:21:00 +0000 2024,"I've been locked out of my Apple ID for 2 days now, tried resetting password 3 times and still nothing. Anyone else?",10000005,,account_access,True
10000184,cust_92,True,Tue Mar 12 12:12:00 +0000 2024,does applecare cover accidental damage or just manufacturing defects,10000185,,warranty_billing,True
10000077,AppleSupport,False,Tue Mar 05 18:31:00 +0000 2024,"Not unusual after normal use, friend — anything above ~80% is considered healthy, below that you may notice reduced runtime. Happy to check AppleCare eligibility for a battery replacement if you'd like.",,10000076,battery_power,True
10000225,AppleSupport,False,Fri Mar 15 01:06:00 +0000 2024,"Sorry for the disruption, . Try offloading and reinstalling Messages from Settings > General > iPhone Storage. Still crashing after that? DM us your iOS version and we'll escalate.",,10000224,software_bug,True
10000149,AppleSupport,False,Sun Mar 10 07:47:00 +0000 2024,"That's stressful, friend — power it off immediately and don't charge it. Water damage isn't covered under standard warranty, but let's check your options — DM us your serial number.",,10000148,hardware_damage,True
10000096,cust_48,True,Thu Mar 07 00:00:00 +0000 2024,"iPhone 13 won't turn on at all, tried charging overnight nothing",10000097,,battery_power,True
10000357,cust_181,True,Sat Mar 23 15:51:00 +0000 2024,does the new iPad Air support satellite messaging outside the US,10000358,,other,True
10000360,AppleSupport,False,Sat Mar 23 19:01:00 +0000 2024,"Hours vary by location, there — you can check your local store's holiday hours directly on the Apple Store app or apple.com/retail.",,10000359,other,True
10000222,cust_111,True,Thu Mar 14 21:40:00 +0000 2024,keyboard lagging so bad after ios update i can barely type this tweet,10000223,,software_bug,True
10000058,cust_29,True,Mon Mar 04 15:07:00 +0000 2024,"iPhone 15 Pro won't turn on at all, tried charging overnight nothing",10000059,,battery_power,True
10000324,cust_162,True,Thu Mar 21 06:01:00 +0000 2024,"new update UI looks great, small thing but appreciate the effort",10000325,,praise_or_feedback,True
10000080,cust_40,True,Wed Mar 06 00:20:00 +0000 2024,"phone getting really hot while charging and battery draining fast at the same time, kinda scary tbh",10000081,,battery_power,True
10000113,AppleSupport,False,Fri Mar 08 00:14:00 +0000 2024,"That's stressful, there — power it off immediately and don't charge it. Water damage isn't covered under standard warranty, but let's check your options — DM us your serial number.",,10000112,hardware_damage,True
10000048,cust_24,True,Mon Mar 04 00:13:00 +0000 2024,apple id says disabled for security reasons what does that even mean,10000049,,account_access,True
10000021,AppleSupport,False,Sat Mar 02 07:24:00 +0000 2024,"Let's fix that, friend — check Settings > [your name] > another trusted device for the code, or try a trusted phone number call instead of SMS. Still stuck? DM us.",,10000020,account_access,True
10000064,cust_32,True,Tue Mar 05 00:48:00 +0000 2024,"my Apple Watch Series 9 battery drops from 100 to 40 in like an hour, this started after the last update",10000065,,battery_power,True
10000069,AppleSupport,False,Tue Mar 05 07:08:00 +0000 2024,"Not unusual after normal use, friend — anything above ~80% is considered healthy, below that you may notice reduced runtime. Happy to check AppleCare eligibility for a battery replacement if you'd like.",,10000068,battery_power,True
10000351,AppleSupport,False,Fri Mar 22 23:19:00 +0000 2024,"Great question, — satellite features are expanding to more regions over time. Check support.apple.com/satellite for the current country list.",,10000350,other,True
10000269,AppleSupport,False,Sun Mar 17 19:12:00 +0000 2024,"That's concerning, . Please give it 24 hours as carriers sometimes mark early, then DM us your order number if it still hasn't turned up so we can open a trace.",,10000268,order_shipping,True
10000201,AppleSupport,False,Wed Mar 13 12:32:00 +0000 2024,"Yes, there, that's the standard out-of-warranty battery service price without AppleCare+. If you'd like, DM us and we can check if you're still within a renewal grace period.",,10000200,warranty_billing,True
10000038,cust_19,True,Sun Mar 03 09:25:00 +0000 2024,apple id says disabled for security reasons what does that even mean,10000039,,account_access,True
10000197,AppleSupport,False,Wed Mar 13 06:35:00 +0000 2024,"Yes, there, that's the standard out-of-warranty battery service price without AppleCare+. If you'd like, DM us and we can check if you're still within a renewal grace period.",,10000196,warranty_billing,True
10000327,AppleSupport,False,Thu Mar 21 09:18:00 +0000 2024,"Really glad you're liking it, friend! We'll pass the feedback to the design team.",,10000326,praise_or_feedback,True
10000253,AppleSupport,False,Sat Mar 16 19:51:00 +0000 2024,"Sorry about that, — try restarting your iPhone 15 Pro and checking for a smaller update under Settings > General > Software Update. Let us know if the lag continues.",,10000252,software_bug,True
10000270,cust_135,True,Sun Mar 17 21:47:00 +0000 2024,"delivery says delivered but nothing here, checked with neighbors too",10000271,,order_shipping,True
10000208,cust_104,True,Thu Mar 14 00:40:00 +0000 2024,keyboard lagging so bad after ios update i can barely type this tweet,10000209,,software_bug,True
10000101,AppleSupport,False,Thu Mar 07 06:56:00 +0000 2024,"Thanks for flagging this, there. Can you check Settings > Battery > Battery Health & Charging and tell us the max capacity %? That'll help us narrow down whether it's software or hardware.",,10000100,battery_power,True
10000316,cust_158,True,Wed Mar 20 18:35:00 +0000 2024,"shoutout to apple support for actually solving my problem over dm today, didn't expect that",10000317,,praise_or_feedback,True
10000307,AppleSupport,False,Wed Mar 20 04:46:00 +0000 2024,"That's concerning, . Please give it 24 hours as carriers sometimes mark early, then DM us your order number if it still hasn't turned up so we can open a trace.",,10000306,order_shipping,True
10000091,AppleSupport,False,Wed Mar 06 16:17:00 +0000 2024,"That's worth checking out, . Please stop using a case while charging and let it cool down. If the heat continues on future charges, DM us — this may need an in-person look.",,10000090,battery_power,True
10000083,AppleSupport,False,Wed Mar 06 03:35:00 +0000 2024,"Not unusual after normal use, friend — anything above ~80% is considered healthy, below that you may notice reduced runtime. Happy to check AppleCare eligibility for a battery replacement if you'd like.",,10000082,battery_power,True
10000288,cust_144,True,Tue Mar 19 00:28:00 +0000 2024,"received the wrong color case in my order, ordered black got white",10000289,,order_shipping,True
10000152,cust_76,True,Sun Mar 10 12:16:00 +0000 2024,"phone fell in the pool for like 10 seconds, is it toast",10000153,,hardware_damage,True
10000020,cust_10,True,Sat Mar 02 06:33:00 +0000 2024,"2FA code never arrives when I try to log into my account, been waiting 20 mins",10000021,,account_access,True
10000214,cust_107,True,Thu Mar 14 09:54:00 +0000 2024,"random autocorrect is changing words to complete nonsense since the update, is anyone fixing this",10000215,,software_bug,True
10000042,cust_21,True,Sun Mar 03 15:09:00 +0000 2024,"I've been locked out of my Apple ID for 2 days now, tried resetting password 3 times and still nothing. Anyone else?",10000043,,account_access,True
10000335,AppleSupport,False,Thu Mar 21 21:43:00 +0000 2024,"Really glad you're liking it, friend! We'll pass the feedback to the design team.",,10000334,praise_or_feedback,True
10000059,AppleSupport,False,Mon Mar 04 16:23:00 +0000 2024,"Sorry to hear that, . Try holding the side button and volume down together for 10 seconds — if you don't see the Apple logo, please DM us so we can check repair options nearby.",,10000058,battery_power,True
10000375,AppleSupport,False,Sun Mar 24 21:48:00 +0000 2024,"Hours vary by location, friend — you can check your local store's holiday hours directly on the Apple Store app or apple.com/retail.",,10000374,other,True
10000234,cust_117,True,Fri Mar 15 15:27:00 +0000 2024,"random autocorrect is changing words to complete nonsense since the update, is anyone fixing this",10000235,,software_bug,True
10000040,cust_20,True,Sun Mar 03 12:10:00 +0000 2024,apple id says disabled for security reasons what does that even mean,10000041,,account_access,True
10000317,AppleSupport,False,Wed Mar 20 19:41:00 +0000 2024,"Thank you so much for the kind words, friend — glad we could help get things sorted!",,10000316,praise_or_feedback,True
10000131,AppleSupport,False,Sat Mar 09 05:03:00 +0000 2024,"Ouch, sorry about that there! Screen repair pricing depends on whether you have AppleCare+. You can get an instant estimate at support.apple.com/repair — want me to check your coverage first?",,10000130,hardware_damage,True
10000172,cust_86,True,Mon Mar 11 18:22:00 +0000 2024,my applecare+ expired last week and now they want $349 for a battery replacement is that normal,10000173,,warranty_billing,True
10000126,cust_63,True,Fri Mar 08 21:25:00 +0000 2024,"dropped my iPhone 13 and now theres a huge crack across the whole screen, how much to fix",10000127,,hardware_damage,True
10000047,AppleSupport,False,Sun Mar 03 21:55:00 +0000 2024,"So sorry for the trouble, there. Let's get this sorted — please try iforgot.apple.com from a browser (not the app) and let us know what error you see. DM us your case ID if you have one.",,10000046,account_access,True
10000389,AppleSupport,False,Mon Mar 25 22:36:00 +0000 2024,"Great question, friend — satellite features are expanding to more regions over time. Check support.apple.com/satellite for the current country list.",,10000388,other,True
10000306,cust_153,True,Wed Mar 20 03:16:00 +0000 2024,"delivery says delivered but nothing here, checked with neighbors too",10000307,,order_shipping,True
10000125,AppleSupport,False,Fri Mar 08 19:24:00 +0000 2024,"That's odd for no drop, there — could be a display module issue. Let's get it looked at, DM us your device serial number and we'll check your warranty status.",,10000124,hardware_damage,True
10000190,cust_95,True,Tue Mar 12 21:10:00 +0000 2024,"charged twice for the same app purchase, need this refunded asap",10000191,,warranty_billing,True
10000379,AppleSupport,False,Mon Mar 25 04:29:00 +0000 2024,"Hours vary by location, there — you can check your local store's holiday hours directly on the Apple Store app or apple.com/retail.",,10000378,other,True
10000263,AppleSupport,False,Sun Mar 17 10:11:00 +0000 2024,"Sorry about that mix-up, there! Please start a return at apple.com/orders and select 'wrong item received' — a replacement will ship right away at no extra cost.",,10000262,order_shipping,True
10000239,AppleSupport,False,Fri Mar 15 22:33:00 +0000 2024,"Sorry about that, there — try restarting your iPhone SE and checking for a smaller update under Settings > General > Software Update. Let us know if the lag continues.",,10000238,software_bug,True
10000339,AppleSupport,False,Fri Mar 22 04:25:00 +0000 2024,"Thank you so much for the kind words, friend — glad we could help get things sorted!",,10000338,praise_or_feedback,True
